crewtype,region,gacc_pl,national_pl,drawndown,mobile,mobile_rate,staffing
Engine 4,RMCC,3,1,3,0,0,3
Engine 4,RMCC,3,2,3,0,0,3
Engine 4,RMCC,3,3,3,0,0,3
Engine 4,RMCC,3,4,3,0,0,3
Engine 4,RMCC,3,5,3,0,0,3
Engine 4,RMCC,4,1,3,0,0,3
Engine 4,RMCC,4,2,3,0,0,3
Engine 4,RMCC,4,3,3,0,0,3
Engine 4,RMCC,4,4,3,0,0,3
Engine 4,RMCC,4,5,3,0,0,3
Engine 4,RMCC,5,1,3,0,0,3
Engine 4,RMCC,5,2,3,0,0,3
Engine 4,RMCC,5,3,3,0,0,3
Engine 4,RMCC,5,4,3,0,0,3
Engine 4,RMCC,5,5,3,0,0,3
Engine 4,EACC,1,1,0,0,0,0
Engine 4,EACC,1,2,0,0,0,0
Engine 4,EACC,1,3,0,0,0,0
Engine 4,EACC,1,4,0,0,0,0
Engine 4,EACC,1,5,0,0,0,0
Engine 4,EACC,2,1,0,0,0,0
Engine 4,EACC,2,2,0,0,0,0
Engine 4,EACC,2,3,0,0,0,0
Engine 4,EACC,2,4,0,0,0,0
Engine 4,EACC,2,5,0,0,0,0
Engine 4,EACC,3,1,0,0,0,0
Engine 4,EACC,3,2,0,0,0,0
Engine 4,EACC,3,3,0,0,0,0
Engine 4,EACC,3,4,0,0,0,0
Engine 4,EACC,3,5,0,0,0,0
Engine 4,EACC,4,1,0,0,0,0
Engine 4,EACC,4,2,0,0,0,0
Engine 4,EACC,4,3,0,0,0,0
Engine 4,EACC,4,4,0,0,0,0
Engine 4,EACC,4,5,0,0,0,0
Engine 4,EACC,5,1,0,0,0,0
Engine 4,EACC,5,2,0,0,0,0
Engine 4,EACC,5,3,0,0,0,0
Engine 4,EACC,5,4,0,0,0,0
Engine 4,EACC,5,5,0,0,0,0
Engine 4,SACC,1,1,0,0,0,0
Engine 4,SACC,1,2,0,0,0,0
Engine 4,SACC,1,3,0,0,0,0
Engine 4,SACC,1,4,0,0,0,0
Engine 4,SACC,1,5,0,0,0,0
Engine 4,SACC,2,1,0,0,0,0
Engine 4,SACC,2,2,0,0,0,0
Engine 4,SACC,2,3,0,0,0,0
Engine 4,SACC,2,4,0,0,0,0
Engine 4,SACC,2,5,0,0,0,0
Engine 4,SACC,3,1,0,0,0,0
Engine 4,SACC,3,2,0,0,0,0
Engine 4,SACC,3,3,0,0,0,0
Engine 4,SACC,3,4,0,0,0,0
Engine 4,SACC,3,5,0,0,0,0
Engine 4,SACC,4,1,0,0,0,0
Engine 4,SACC,4,2,0,0,0,0
Engine 4,SACC,4,3,0,0,0,0
Engine 4,SACC,4,4,0,0,0,0
Engine 4,SACC,4,5,0,0,0,0
Engine 4,SACC,5,1,0,0,0,0
Engine 4,SACC,5,2,0,0,0,0
Engine 4,SACC,5,3,0,0,0,0
Engine 4,SACC,5,4,0,0,0,0
Engine 4,SACC,5,5,0,0,0,0
Engine 5,AICC,1,1,0,0,0,0
Engine 5,AICC,1,2,0,0,0,0
Engine 5,AICC,1,3,0,0,0,0
Engine 5,AICC,1,4,0,0,0,0
Engine 5,AICC,1,5,0,0,0,0
Engine 5,AICC,2,1,0,0,0,0
Engine 5,AICC,2,2,0,0,0,0
Engine 5,AICC,2,3,0,0,0,0
Engine 5,AICC,2,4,0,0,0,0
Engine 5,AICC,2,5,0,0,0,0
Engine 5,AICC,3,1,0,0,0,0
Engine 5,AICC,3,2,0,0,0,0
Engine 5,AICC,3,3,0,0,0,0
Engine 5,AICC,3,4,0,0,0,0
Engine 5,AICC,3,5,0,0,0,0
Engine 5,AICC,4,1,0,0,0,0
Engine 5,AICC,4,2,0,0,0,0
Engine 5,AICC,4,3,0,0,0,0
Engine 5,AICC,4,4,0,0,0,0
Engine 5,AICC,4,5,0,0,0,0
Engine 5,AICC,5,1,0,0,0,0
Engine 5,AICC,5,2,0,0,0,0
Engine 5,AICC,5,3,0,0,0,0
Engine 5,AICC,5,4,0,0,0,0
Engine 5,AICC,5,5,0,0,0,0
Engine 5,NWCC,1,1,0,0,0,0
Engine 5,NWCC,1,2,0,0,0,0
Engine 5,NWCC,1,3,0,0,0,0
Engine 5,NWCC,1,4,0,0,0,0
Engine 5,NWCC,1,5,0,0,0,0
Engine 5,NWCC,2,1,0,0,0,0
Engine 5,NWCC,2,2,0,0,0,0
Engine 5,NWCC,2,3,0,0,0,0
Engine 5,NWCC,2,4,0,0,0,0
Engine 5,NWCC,2,5,0,0,0,0
Engine 5,NWCC,3,1,0,0,0,0
Engine 5,NWCC,3,2,0,0,0,0
Engine 5,NWCC,3,3,0,0,0,0
Engine 5,NWCC,3,4,0,0,0,0
Engine 5,NWCC,3,5,0,0,0,0
Engine 5,NWCC,4,1,0,0,0,0
Engine 5,NWCC,4,2,0,0,0,0
Engine 5,NWCC,4,3,0,0,0,0
Engine 5,NWCC,4,4,0,0,0,0
Engine 5,NWCC,4,5,0,0,0,0
Engine 5,NWCC,5,1,0,0,0,0
Engine 5,NWCC,5,2,0,0,0,0
Engine 5,NWCC,5,3,0,0,0,0
Engine 5,NWCC,5,4,0,0,0,0
Engine 5,NWCC,5,5,0,0,0,0
Engine 5,ONCC,1,1,0,0,0,0
Engine 5,ONCC,1,2,0,0,0,0
Engine 5,ONCC,1,3,0,0,0,0
Engine 5,ONCC,1,4,0,0,0,0
Engine 5,ONCC,1,5,0,0,0,0
Engine 5,ONCC,2,1,0,0,0,0
Engine 5,ONCC,2,2,0,0,0,0
Engine 5,ONCC,2,3,0,0,0,0
Engine 5,ONCC,2,4,0,0,0,0
Engine 5,ONCC,2,5,0,0,0,0
Engine 5,ONCC,3,1,0,0,0,0
Engine 5,ONCC,3,2,0,0,0,0
Engine 5,ONCC,3,3,0,0,0,0
Engine 5,ONCC,3,4,0,0,0,0
Engine 5,ONCC,3,5,0,0,0,0
Engine 5,ONCC,4,1,0,0,0,0
Engine 5,ONCC,4,2,0,0,0,0
Engine 5,ONCC,4,3,0,0,0,0
Engine 5,ONCC,4,4,0,0,0,0
Engine 5,ONCC,4,5,0,0,0,0
Engine 5,ONCC,5,1,0,0,0,0
Engine 5,ONCC,5,2,0,0,0,0
Engine 5,ONCC,5,3,0,0,0,0
Engine 5,ONCC,5,4,0,0,0,0
Engine 5,ONCC,5,5,0,0,0,0
Engine 5,OSCC,1,1,0,0,0,0
Engine 5,OSCC,1,2,0,0,0,0
Engine 5,OSCC,1,3,0,0,0,0
Engine 5,OSCC,1,4,0,0,0,0
Engine 5,OSCC,1,5,0,0,0,0
Engine 5,OSCC,2,1,0,0,0,0
Engine 5,OSCC,2,2,0,0,0,0
Engine 5,OSCC,2,3,0,0,0,0
Engine 5,OSCC,2,4,0,0,0,0
Engine 5,OSCC,2,5,0,0,0,0
Engine 5,OSCC,3,1,0,0,0,0
Engine 5,OSCC,3,2,0,0,0,0
Engine 5,OSCC,3,3,0,0,0,0
Engine 5,OSCC,3,4,0,0,0,0
Engine 5,OSCC,3,5,0,0,0,0
Engine 5,OSCC,4,1,0,0,0,0
Engine 5,OSCC,4,2,0,0,0,0
Engine 5,OSCC,4,3,0,0,0,0
Engine 5,OSCC,4,4,0,0,0,0
Engine 5,OSCC,4,5,0,0,0,0
Engine 5,OSCC,5,1,0,0,0,0
Engine 5,OSCC,5,2,0,0,0,0
Engine 5,OSCC,5,3,0,0,0,0
Engine 5,OSCC,5,4,0,0,0,0
Engine 5,OSCC,5,5,0,0,0,0
Engine 5,NRCC,1,1,0,0,0,0
Engine 5,NRCC,1,2,0,0,0,0
Engine 5,NRCC,1,3,0,0,0,0
Engine 5,NRCC,1,4,0,0,0,0
Engine 5,NRCC,1,5,0,0,0,0
Engine 5,NRCC,2,1,0,0,0,0
Engine 5,NRCC,2,2,0,0,0,0
Engine 5,NRCC,2,3,0,0,0,0
Engine 5,NRCC,2,4,0,0,0,0
Engine 5,NRCC,2,5,0,0,0,0
Engine 5,NRCC,3,1,0,0,0,0
Engine 5,NRCC,3,2,0,0,0,0
Engine 5,NRCC,3,3,0,0,0,0
Engine 5,NRCC,3,4,0,0,0,0
Engine 5,NRCC,3,5,0,0,0,0
Engine 5,NRCC,4,1,0,0,0,0
Engine 5,NRCC,4,2,0,0,0,0
Engine 5,NRCC,4,3,0,0,0,0
Engine 5,NRCC,4,4,0,0,0,0
Engine 5,NRCC,4,5,0,0,0,0
Engine 5,NRCC,5,1,0,0,0,0
Engine 5,NRCC,5,2,0,0,0,0
Engine 5,NRCC,5,3,0,0,0,0
Engine 5,NRCC,5,4,0,0,0,0
Engine 5,NRCC,5,5,0,0,0,0
Engine 5,GBCC,1,1,0,0,0,0
Engine 5,GBCC,1,2,0,0,0,0
Engine 5,GBCC,1,3,0,0,0,0
Engine 5,GBCC,1,4,0,0,0,0
Engine 5,GBCC,1,5,0,0,0,0
Engine 5,GBCC,2,1,0,0,0,0
Engine 5,GBCC,2,2,0,0,0,0
Engine 5,GBCC,2,3,0,0,0,0
Engine 5,GBCC,2,4,0,0,0,0
Engine 5,GBCC,2,5,0,0,0,0
Engine 5,GBCC,3,1,0,0,0,0
Engine 5,GBCC,3,2,0,0,0,0
Engine 5,GBCC,3,3,0,0,0,0
Engine 5,GBCC,3,4,0,0,0,0
Engine 5,GBCC,3,5,0,0,0,0
Engine 5,GBCC,4,1,0,0,0,0
Engine 5,GBCC,4,2,0,0,0,0
Engine 5,GBCC,4,3,0,0,0,0
Engine 5,GBCC,4,4,0,0,0,0
Engine 5,GBCC,4,5,0,0,0,0
Engine 5,GBCC,5,1,0,0,0,0
Engine 5,GBCC,5,2,0,0,0,0
Engine 5,GBCC,5,3,0,0,0,0
Engine 5,GBCC,5,4,0,0,0,0
Engine 5,GBCC,5,5,0,0,0,0
Engine 5,SWCC,1,1,0,0,0,0
Engine 5,SWCC,1,2,0,0,0,0
Engine 5,SWCC,1,3,0,0,0,0
Engine 5,SWCC,1,4,0,0,0,0
Engine 5,SWCC,1,5,0,0,0,0
Engine 5,SWCC,2,1,0,0,0,0
Engine 5,SWCC,2,2,0,0,0,0
Engine 5,SWCC,2,3,0,0,0,0
Engine 5,SWCC,2,4,0,0,0,0
Engine 5,SWCC,2,5,0,0,0,0
Engine 5,SWCC,3,1,0,0,0,0
Engine 5,SWCC,3,2,0,0,0,0
Engine 5,SWCC,3,3,0,0,0,0
Engine 5,SWCC,3,4,0,0,0,0
Engine 5,SWCC,3,5,0,0,0,0
Engine 5,SWCC,4,1,0,0,0,0
Engine 5,SWCC,4,2,0,0,0,0
Engine 5,SWCC,4,3,0,0,0,0
Engine 5,SWCC,4,4,0,0,0,0
Engine 5,SWCC,4,5,0,0,0,0
Engine 5,SWCC,5,1,0,0,0,0
Engine 5,SWCC,5,2,0,0,0,0
Engine 5,SWCC,5,3,0,0,0,0
Engine 5,SWCC,5,4,0,0,0,0
Engine 5,SWCC,5,5,0,0,0,0
Engine 5,RMCC,1,1,0,0,0,0
Engine 5,RMCC,1,2,0,0,0,0
Engine 5,RMCC,1,3,0,0,0,0
Engine 5,RMCC,1,4,0,0,0,0
Engine 5,RMCC,1,5,0,0,0,0
Engine 5,RMCC,2,1,0,0,0,0
Engine 5,RMCC,2,2,0,0,0,0
Engine 5,RMCC,2,3,0,0,0,0
Engine 5,RMCC,2,4,0,0,0,0
Engine 5,RMCC,2,5,0,0,0,0
Engine 5,RMCC,3,1,0,0,0,0
Engine 5,RMCC,3,2,0,0,0,0
Engine 5,RMCC,3,3,0,0,0,0
Engine 5,RMCC,3,4,0,0,0,0
Engine 5,RMCC,3,5,0,0,0,0
Engine 5,RMCC,4,1,0,0,0,0
Engine 5,RMCC,4,2,0,0,0,0
Engine 5,RMCC,4,3,0,0,0,0
Engine 5,RMCC,4,4,0,0,0,0
Engine 5,RMCC,4,5,0,0,0,0
Engine 5,RMCC,5,1,0,0,0,0
Engine 5,RMCC,5,2,0,0,0,0
Engine 5,RMCC,5,3,0,0,0,0
Engine 5,RMCC,5,4,0,0,0,0
Engine 5,RMCC,5,5,0,0,0,0
Engine 5,EACC,1,1,0,0,0,0
Engine 5,EACC,1,2,0,0,0,0
Engine 5,EACC,1,3,0,0,0,0
Engine 5,EACC,1,4,0,0,0,0
Engine 5,EACC,1,5,0,0,0,0
Engine 5,EACC,2,1,0,0,0,0
Engine 5,EACC,2,2,0,0,0,0
Engine 5,EACC,2,3,0,0,0,0
Engine 5,EACC,2,4,0,0,0,0
Engine 5,EACC,2,5,0,0,0,0
Engine 5,EACC,3,1,0,0,0,0
Engine 5,EACC,3,2,0,0,0,0
Engine 5,EACC,3,3,0,0,0,0
Engine 5,EACC,3,4,0,0,0,0
Engine 5,EACC,3,5,0,0,0,0
Engine 5,EACC,4,1,0,0,0,0
Engine 5,EACC,4,2,0,0,0,0
Engine 5,EACC,4,3,0,0,0,0
Engine 5,EACC,4,4,0,0,0,0
Engine 5,EACC,4,5,0,0,0,0
Engine 5,EACC,5,1,0,0,0,0
Engine 5,EACC,5,2,0,0,0,0
Engine 5,EACC,5,3,0,0,0,0
Engine 5,EACC,5,4,0,0,0,0
Engine 5,EACC,5,5,0,0,0,0
Engine 5,SACC,1,1,0,0,0,0
Engine 5,SACC,1,2,0,0,0,0
Engine 5,SACC,1,3,0,0,0,0
Engine 5,SACC,1,4,0,0,0,0
Engine 5,SACC,1,5,0,0,0,0
Engine 5,SACC,2,1,0,0,0,0
Engine 5,SACC,2,2,0,0,0,0
Engine 5,SACC,2,3,0,0,0,0
Engine 5,SACC,2,4,0,0,0,0
Engine 5,SACC,2,5,0,0,0,0
Engine 5,SACC,3,1,0,0,0,0
Engine 5,SACC,3,2,0,0,0,0
Engine 5,SACC,3,3,0,0,0,0
Engine 5,SACC,3,4,0,0,0,0
Engine 5,SACC,3,5,0,0,0,0
Engine 5,SACC,4,1,0,0,0,0
Engine 5,SACC,4,2,0,0,0,0
Engine 5,SACC,4,3,0,0,0,0
Engine 5,SACC,4,4,0,0,0,0
Engine 5,SACC,4,5,0,0,0,0
Engine 5,SACC,5,1,0,0,0,0
Engine 5,SACC,5,2,0,0,0,0
Engine 5,SACC,5,3,0,0,0,0
Engine 5,SACC,5,4,0,0,0,0
Engine 5,SACC,5,5,0,0,0,0
Engine 6,AICC,1,1,1,1,50,2
Engine 6,AICC,1,2,1,1,50,2
Engine 6,AICC,1,3,1,1,50,2
Engine 6,AICC,1,4,2,0,0,2
Engine 6,AICC,1,5,2,0,0,2
Engine 6,AICC,2,1,1,1,50,2
Engine 6,AICC,2,2,1,1,50,2
Engine 6,AICC,2,3,1,1,50,2
Engine 6,AICC,2,4,1,1,50,2
Engine 6,AICC,2,5,1,1,50,2
Engine 6,AICC,3,1,2,0,0,2
Engine 6,AICC,3,2,2,0,0,2
Engine 6,AICC,3,3,2,0,0,2
Engine 6,AICC,3,4,2,0,0,2
Engine 6,AICC,3,5,2,0,0,2
Engine 6,AICC,4,1,2,0,0,2
Engine 6,AICC,4,2,2,0,0,2
Engine 6,AICC,4,3,2,0,0,2
Engine 6,AICC,4,4,2,0,0,2
Engine 6,AICC,4,5,2,0,0,2
Engine 6,AICC,5,1,2,0,0,2
Engine 6,AICC,5,2,2,0,0,2
Engine 6,AICC,5,3,2,0,0,2
Engine 6,AICC,5,4,2,0,0,2
Engine 6,AICC,5,5,2,0,0,2
Engine 6,NWCC,1,1,34,34,50,68
Engine 6,NWCC,1,2,34,34,50,68
Engine 6,NWCC,1,3,68,0,0,68
Engine 6,NWCC,1,4,68,0,0,68
Engine 6,NWCC,1,5,68,0,0,68
Engine 6,NWCC,2,1,34,34,50,68
Engine 6,NWCC,2,2,34,34,50,68
Engine 6,NWCC,2,3,34,34,50,68
Engine 6,NWCC,2,4,34,34,50,68
Engine 6,NWCC,2,5,34,34,50,68
Engine 6,NWCC,3,1,68,0,0,68
Engine 6,NWCC,3,2,68,0,0,68
Engine 6,NWCC,3,3,51,17,25,68
Engine 6,NWCC,3,4,68,0,0,68
Engine 6,NWCC,3,5,51,17,25,68
Engine 6,NWCC,4,1,68,0,0,68
Engine 6,NWCC,4,2,68,0,0,68
Engine 6,NWCC,4,3,68,0,0,68
Engine 6,NWCC,4,4,68,0,0,68
Engine 6,NWCC,4,5,68,0,0,68
Engine 6,NWCC,5,1,68,0,0,68
Engine 6,NWCC,5,2,68,0,0,68
Engine 6,NWCC,5,3,68,0,0,68
Engine 6,NWCC,5,4,68,0,0,68
Engine 6,NWCC,5,5,68,0,0,68
Engine 6,ONCC,1,1,2,1,33,3
Engine 6,ONCC,1,2,2,1,33,3
Engine 6,ONCC,1,3,2,1,33,3
Engine 6,ONCC,1,4,3,0,0,3
Engine 6,ONCC,1,5,2,1,33,3
Engine 6,ONCC,2,1,2,1,33,3
Engine 6,ONCC,2,2,3,0,0,3
Engine 6,ONCC,2,3,2,1,33,3
Engine 6,ONCC,2,4,3,0,0,3
Engine 6,ONCC,2,5,2,1,33,3
Engine 6,ONCC,3,1,3,0,0,3
Engine 6,ONCC,3,2,3,0,0,3
Engine 6,ONCC,3,3,3,0,0,3
Engine 6,ONCC,3,4,3,0,0,3
Engine 6,ONCC,3,5,3,0,0,3
Engine 6,ONCC,4,1,3,0,0,3
Engine 6,ONCC,4,2,3,0,0,3
Engine 6,ONCC,4,3,3,0,0,3
Engine 6,ONCC,4,4,3,0,0,3
Engine 6,ONCC,4,5,3,0,0,3
Engine 6,ONCC,5,1,3,0,0,3
Engine 6,ONCC,5,2,3,0,0,3
Engine 6,ONCC,5,3,3,0,0,3
Engine 6,ONCC,5,4,3,0,0,3
Engine 6,ONCC,5,5,3,0,0,3
Engine 6,OSCC,1,1,6,5,45,11
Engine 6,OSCC,1,2,6,5,45,11
Engine 6,OSCC,1,3,6,5,45,11
Engine 6,OSCC,1,4,11,0,0,11
Engine 6,OSCC,1,5,11,0,0,11
Engine 6,OSCC,2,1,6,5,45,11
Engine 6,OSCC,2,2,11,0,0,11
Engine 6,OSCC,2,3,6,5,45,11
Engine 6,OSCC,2,4,11,0,0,11
Engine 6,OSCC,2,5,6,5,45,11
Engine 6,OSCC,3,1,11,0,0,11
Engine 6,OSCC,3,2,11,0,0,11
Engine 6,OSCC,3,3,9,2,18,11
Engine 6,OSCC,3,4,9,2,18,11
Engine 6,OSCC,3,5,11,0,0,11
Engine 6,OSCC,4,1,11,0,0,11
Engine 6,OSCC,4,2,11,0,0,11
Engine 6,OSCC,4,3,11,0,0,11
Engine 6,OSCC,4,4,9,2,18,11
Engine 6,OSCC,4,5,9,2,18,11
Engine 6,OSCC,5,1,11,0,0,11
Engine 6,OSCC,5,2,11,0,0,11
Engine 6,OSCC,5,3,11,0,0,11
Engine 6,OSCC,5,4,11,0,0,11
Engine 6,OSCC,5,5,11,0,0,11
Engine 6,NRCC,1,1,35,35,50,70
Engine 6,NRCC,1,2,35,35,50,70
Engine 6,NRCC,1,3,35,35,50,70
Engine 6,NRCC,1,4,35,35,50,70
Engine 6,NRCC,1,5,70,0,0,70
Engine 6,NRCC,2,1,35,35,50,70
Engine 6,NRCC,2,2,35,35,50,70
Engine 6,NRCC,2,3,35,35,50,70
Engine 6,NRCC,2,4,35,35,50,70
Engine 6,NRCC,2,5,35,35,50,70
Engine 6,NRCC,3,1,70,0,0,70
Engine 6,NRCC,3,2,70,0,0,70
Engine 6,NRCC,3,3,70,0,0,70
Engine 6,NRCC,3,4,70,0,0,70
Engine 6,NRCC,3,5,53,17,24,70
Engine 6,NRCC,4,1,70,0,0,70
Engine 6,NRCC,4,2,70,0,0,70
Engine 6,NRCC,4,3,70,0,0,70
Engine 6,NRCC,4,4,70,0,0,70
Engine 6,NRCC,4,5,70,0,0,70
Engine 6,NRCC,5,1,70,0,0,70
Engine 6,NRCC,5,2,70,0,0,70
Engine 6,NRCC,5,3,70,0,0,70
Engine 6,NRCC,5,4,70,0,0,70
Engine 6,NRCC,5,5,70,0,0,70
Engine 6,GBCC,1,1,20,19,48,39
Engine 6,GBCC,1,2,20,19,48,39
Engine 6,GBCC,1,3,20,19,48,39
Engine 6,GBCC,1,4,20,19,48,39
Engine 6,GBCC,1,5,39,0,0,39
Engine 6,GBCC,2,1,20,19,48,39
Engine 6,GBCC,2,2,20,19,48,39
Engine 6,GBCC,2,3,20,19,48,39
Engine 6,GBCC,2,4,20,19,48,39
Engine 6,GBCC,2,5,39,0,0,39
Engine 6,GBCC,3,1,39,0,0,39
Engine 6,GBCC,3,2,39,0,0,39
Engine 6,GBCC,3,3,39,0,0,39
Engine 6,GBCC,3,4,39,0,0,39
Engine 6,GBCC,3,5,39,0,0,39
Engine 6,GBCC,4,1,39,0,0,39
Engine 6,GBCC,4,2,39,0,0,39
Engine 6,GBCC,4,3,39,0,0,39
Engine 6,GBCC,4,4,39,0,0,39
Engine 6,GBCC,4,5,30,9,23,39
Engine 6,GBCC,5,1,39,0,0,39
Engine 6,GBCC,5,2,39,0,0,39
Engine 6,GBCC,5,3,39,0,0,39
Engine 6,GBCC,5,4,39,0,0,39
Engine 6,GBCC,5,5,39,0,0,39
Engine 6,SWCC,1,1,34,34,50,68
Engine 6,SWCC,1,2,34,34,50,68
Engine 6,SWCC,1,3,68,0,0,68
Engine 6,SWCC,1,4,34,34,50,68
Engine 6,SWCC,1,5,34,34,50,68
Engine 6,SWCC,2,1,34,34,50,68
Engine 6,SWCC,2,2,34,34,50,68
Engine 6,SWCC,2,3,34,34,50,68
Engine 6,SWCC,2,4,34,34,50,68
Engine 6,SWCC,2,5,34,34,50,68
Engine 6,SWCC,3,1,68,0,0,68
Engine 6,SWCC,3,2,68,0,0,68
Engine 6,SWCC,3,3,51,17,25,68
Engine 6,SWCC,3,4,51,17,25,68
Engine 6,SWCC,3,5,51,17,25,68
Engine 6,SWCC,4,1,68,0,0,68
Engine 6,SWCC,4,2,68,0,0,68
Engine 6,SWCC,4,3,68,0,0,68
Engine 6,SWCC,4,4,51,17,25,68
Engine 6,SWCC,4,5,68,0,0,68
Engine 6,SWCC,5,1,68,0,0,68
Engine 6,SWCC,5,2,68,0,0,68
Engine 6,SWCC,5,3,68,0,0,68
Engine 6,SWCC,5,4,68,0,0,68
Engine 6,SWCC,5,5,68,0,0,68
Engine 6,RMCC,1,1,25,24,48,49
Engine 6,RMCC,1,2,25,24,48,49
Engine 6,RMCC,1,3,25,24,48,49
Engine 6,RMCC,1,4,49,0,0,49
Engine 6,RMCC,1,5,25,24,48,49
Engine 6,RMCC,2,1,25,24,48,49
Engine 6,RMCC,2,2,49,0,0,49
Engine 6,RMCC,2,3,25,24,48,49
Engine 6,RMCC,2,4,49,0,0,49
Engine 6,RMCC,2,5,25,24,48,49
Engine 6,RMCC,3,1,49,0,0,49
Engine 6,RMCC,3,2,49,0,0,49
Engine 6,RMCC,3,3,37,12,24,49
Engine 6,RMCC,3,4,37,12,24,49
Engine 6,RMCC,3,5,49,0,0,49
Engine 6,RMCC,4,1,49,0,0,49
Engine 6,RMCC,4,2,49,0,0,49
Engine 6,RMCC,4,3,49,0,0,49
Engine 6,RMCC,4,4,37,12,24,49
Engine 6,RMCC,4,5,37,12,24,49
Engine 6,RMCC,5,1,49,0,0,49
Engine 6,RMCC,5,2,49,0,0,49
Engine 6,RMCC,5,3,49,0,0,49
Engine 6,RMCC,5,4,49,0,0,49
Engine 6,RMCC,5,5,49,0,0,49
Engine 6,EACC,1,1,20,19,48,39
Engine 6,EACC,1,2,39,0,0,39
Engine 6,EACC,1,3,20,19,48,39
Engine 6,EACC,1,4,39,0,0,39
Engine 6,EACC,1,5,20,19,48,39
Engine 6,EACC,2,1,20,19,48,39
Engine 6,EACC,2,2,20,19,48,39
Engine 6,EACC,2,3,39,0,0,39
Engine 6,EACC,2,4,39,0,0,39
Engine 6,EACC,2,5,20,19,48,39
Engine 6,EACC,3,1,39,0,0,39
Engine 6,EACC,3,2,39,0,0,39
Engine 6,EACC,3,3,30,9,23,39
Engine 6,EACC,3,4,30,9,23,39
Engine 6,EACC,3,5,39,0,0,39
Engine 6,EACC,4,1,39,0,0,39
Engine 6,EACC,4,2,39,0,0,39
Engine 6,EACC,4,3,39,0,0,39
Engine 6,EACC,4,4,39,0,0,39
Engine 6,EACC,4,5,39,0,0,39
Engine 6,EACC,5,1,39,0,0,39
Engine 6,EACC,5,2,39,0,0,39
Engine 6,EACC,5,3,39,0,0,39
Engine 6,EACC,5,4,39,0,0,39
Engine 6,EACC,5,5,39,0,0,39
Engine 6,SACC,1,1,27,26,49,53
Engine 6,SACC,1,2,27,26,49,53
Engine 6,SACC,1,3,27,26,49,53
Engine 6,SACC,1,4,27,26,49,53
Engine 6,SACC,1,5,27,26,49,53
Engine 6,SACC,2,1,27,26,49,53
Engine 6,SACC,2,2,27,26,49,53
Engine 6,SACC,2,3,27,26,49,53
Engine 6,SACC,2,4,27,26,49,53
Engine 6,SACC,2,5,27,26,49,53
Engine 6,SACC,3,1,53,0,0,53
Engine 6,SACC,3,2,53,0,0,53
Engine 6,SACC,3,3,40,13,24,53
Engine 6,SACC,3,4,53,0,0,53
Engine 6,SACC,3,5,40,13,24,53
Engine 6,SACC,4,1,53,0,0,53
Engine 6,SACC,4,2,53,0,0,53
Engine 6,SACC,4,3,53,0,0,53
Engine 6,SACC,4,4,53,0,0,53
Engine 6,SACC,4,5,40,13,24,53
Engine 6,SACC,5,1,53,0,0,53
Engine 6,SACC,5,2,53,0,0,53
Engine 6,SACC,5,3,53,0,0,53
Engine 6,SACC,5,4,53,0,0,53
Engine 6,SACC,5,5,53,0,0,53
Engine 7,AICC,1,1,0,0,0,0
Engine 7,AICC,1,2,0,0,0,0
Engine 7,AICC,1,3,0,0,0,0
Engine 7,AICC,1,4,0,0,0,0
Engine 7,AICC,1,5,0,0,0,0
Engine 7,AICC,2,1,0,0,0,0
Engine 7,AICC,2,2,0,0,0,0
Engine 7,AICC,2,3,0,0,0,0
Engine 7,AICC,2,4,0,0,0,0
Engine 7,AICC,2,5,0,0,0,0
Engine 7,AICC,3,1,0,0,0,0
Engine 7,AICC,3,2,0,0,0,0
Engine 7,AICC,3,3,0,0,0,0
Engine 7,AICC,3,4,0,0,0,0
Engine 7,AICC,3,5,0,0,0,0
Engine 7,AICC,4,1,0,0,0,0
Engine 7,AICC,4,2,0,0,0,0
Engine 7,AICC,4,3,0,0,0,0
Engine 7,AICC,4,4,0,0,0,0
Engine 7,AICC,4,5,0,0,0,0
Engine 7,AICC,5,1,0,0,0,0
Engine 7,AICC,5,2,0,0,0,0
Engine 7,AICC,5,3,0,0,0,0
Engine 7,AICC,5,4,0,0,0,0
Engine 7,AICC,5,5,0,0,0,0
Engine 7,NWCC,1,1,1,1,50,2
Engine 7,NWCC,1,2,1,1,50,2
Engine 7,NWCC,1,3,2,0,0,2
Engine 7,NWCC,1,4,1,1,50,2
Engine 7,NWCC,1,5,2,0,0,2
Engine 7,NWCC,2,1,1,1,50,2
Engine 7,NWCC,2,2,2,0,0,2
Engine 7,NWCC,2,3,1,1,50,2
Engine 7,NWCC,2,4,2,0,0,2
Engine 7,NWCC,2,5,2,0,0,2
Engine 7,NWCC,3,1,2,0,0,2
Engine 7,NWCC,3,2,2,0,0,2
Engine 7,NWCC,3,3,2,0,0,2
Engine 7,NWCC,3,4,2,0,0,2
Engine 7,NWCC,3,5,2,0,0,2
Engine 7,NWCC,4,1,2,0,0,2
Engine 7,NWCC,4,2,2,0,0,2
Engine 7,NWCC,4,3,2,0,0,2
Engine 7,NWCC,4,4,2,0,0,2
Engine 7,NWCC,4,5,2,0,0,2
Engine 7,NWCC,5,1,2,0,0,2
Engine 7,NWCC,5,2,2,0,0,2
Engine 7,NWCC,5,3,2,0,0,2
Engine 7,NWCC,5,4,2,0,0,2
Engine 7,NWCC,5,5,2,0,0,2
Engine 7,ONCC,1,1,2,1,33,3
