crewtype,region,gacc_pl,national_pl,drawndown,mobile,mobile_rate,staffing
Crew 2,ONCC,5,3,3,0,0,3
Crew 2,ONCC,5,4,3,0,0,3
Crew 2,ONCC,5,5,3,0,0,3
Crew 2,OSCC,1,1,6,6,50,12
Crew 2,OSCC,1,2,12,0,0,12
Crew 2,OSCC,1,3,6,6,50,12
Crew 2,OSCC,1,4,6,6,50,12
Crew 2,OSCC,1,5,6,6,50,12
Crew 2,OSCC,2,1,6,6,50,12
Crew 2,OSCC,2,2,12,0,0,12
Crew 2,OSCC,2,3,6,6,50,12
Crew 2,OSCC,2,4,12,0,0,12
Crew 2,OSCC,2,5,12,0,0,12
Crew 2,OSCC,3,1,12,0,0,12
Crew 2,OSCC,3,2,12,0,0,12
Crew 2,OSCC,3,3,12,0,0,12
Crew 2,OSCC,3,4,12,0,0,12
Crew 2,OSCC,3,5,12,0,0,12
Crew 2,OSCC,4,1,12,0,0,12
Crew 2,OSCC,4,2,12,0,0,12
Crew 2,OSCC,4,3,12,0,0,12
Crew 2,OSCC,4,4,9,3,25,12
Crew 2,OSCC,4,5,12,0,0,12
Crew 2,OSCC,5,1,12,0,0,12
Crew 2,OSCC,5,2,12,0,0,12
Crew 2,OSCC,5,3,12,0,0,12
Crew 2,OSCC,5,4,12,0,0,12
Crew 2,OSCC,5,5,12,0,0,12
Crew 2,NRCC,1,1,1,0,0,1
Crew 2,NRCC,1,2,1,0,0,1
Crew 2,NRCC,1,3,1,0,0,1
Crew 2,NRCC,1,4,1,0,0,1
Crew 2,NRCC,1,5,1,0,0,1
Crew 2,NRCC,2,1,1,0,0,1
Crew 2,NRCC,2,2,1,0,0,1
Crew 2,NRCC,2,3,1,0,0,1
Crew 2,NRCC,2,4,1,0,0,1
Crew 2,NRCC,2,5,1,0,0,1
Crew 2,NRCC,3,1,1,0,0,1
Crew 2,NRCC,3,2,1,0,0,1
Crew 2,NRCC,3,3,1,0,0,1
Crew 2,NRCC,3,4,1,0,0,1
Crew 2,NRCC,3,5,1,0,0,1
Crew 2,NRCC,4,1,1,0,0,1
Crew 2,NRCC,4,2,1,0,0,1
Crew 2,NRCC,4,3,1,0,0,1
Crew 2,NRCC,4,4,1,0,0,1
Crew 2,NRCC,4,5,1,0,0,1
Crew 2,NRCC,5,1,1,0,0,1
Crew 2,NRCC,5,2,1,0,0,1
Crew 2,NRCC,5,3,1,0,0,1
Crew 2,NRCC,5,4,1,0,0,1
Crew 2,NRCC,5,5,1,0,0,1
Crew 2,GBCC,1,1,1,0,0,1
Crew 2,GBCC,1,2,1,0,0,1
Crew 2,GBCC,1,3,1,0,0,1
Crew 2,GBCC,1,4,1,0,0,1
Crew 2,GBCC,1,5,1,0,0,1
Crew 2,GBCC,2,1,1,0,0,1
Crew 2,GBCC,2,2,1,0,0,1
Crew 2,GBCC,2,3,1,0,0,1
Crew 2,GBCC,2,4,1,0,0,1
Crew 2,GBCC,2,5,1,0,0,1
Crew 2,GBCC,3,1,1,0,0,1
Crew 2,GBCC,3,2,1,0,0,1
Crew 2,GBCC,3,3,1,0,0,1
Crew 2,GBCC,3,4,1,0,0,1
Crew 2,GBCC,3,5,1,0,0,1
Crew 2,GBCC,4,1,1,0,0,1
Crew 2,GBCC,4,2,1,0,0,1
Crew 2,GBCC,4,3,1,0,0,1
Crew 2,GBCC,4,4,1,0,0,1
Crew 2,GBCC,4,5,1,0,0,1
Crew 2,GBCC,5,1,1,0,0,1
Crew 2,GBCC,5,2,1,0,0,1
Crew 2,GBCC,5,3,1,0,0,1
Crew 2,GBCC,5,4,1,0,0,1
Crew 2,GBCC,5,5,1,0,0,1
Crew 2,SWCC,1,1,0,0,0,0
Crew 2,SWCC,1,2,0,0,0,0
Crew 2,SWCC,1,3,0,0,0,0
Crew 2,SWCC,1,4,0,0,0,0
Crew 2,SWCC,1,5,0,0,0,0
Crew 2,SWCC,2,1,0,0,0,0
Crew 2,SWCC,2,2,0,0,0,0
Crew 2,SWCC,2,3,0,0,0,0
Crew 2,SWCC,2,4,0,0,0,0
Crew 2,SWCC,2,5,0,0,0,0
Crew 2,SWCC,3,1,0,0,0,0
Crew 2,SWCC,3,2,0,0,0,0
Crew 2,SWCC,3,3,0,0,0,0
Crew 2,SWCC,3,4,0,0,0,0
Crew 2,SWCC,3,5,0,0,0,0
Crew 2,SWCC,4,1,0,0,0,0
Crew 2,SWCC,4,2,0,0,0,0
Crew 2,SWCC,4,3,0,0,0,0
Crew 2,SWCC,4,4,0,0,0,0
Crew 2,SWCC,4,5,0,0,0,0
Crew 2,SWCC,5,1,0,0,0,0
Crew 2,SWCC,5,2,0,0,0,0
Crew 2,SWCC,5,3,0,0,0,0
Crew 2,SWCC,5,4,0,0,0,0
Crew 2,SWCC,5,5,0,0,0,0
Crew 2,RMCC,1,1,0,0,0,0
Crew 2,RMCC,1,2,0,0,0,0
Crew 2,RMCC,1,3,0,0,0,0
Crew 2,RMCC,1,4,0,0,0,0
Crew 2,RMCC,1,5,0,0,0,0
Crew 2,RMCC,2,1,0,0,0,0
Crew 2,RMCC,2,2,0,0,0,0
Crew 2,RMCC,2,3,0,0,0,0
Crew 2,RMCC,2,4,0,0,0,0
Crew 2,RMCC,2,5,0,0,0,0
Crew 2,RMCC,3,1,0,0,0,0
Crew 2,RMCC,3,2,0,0,0,0
Crew 2,RMCC,3,3,0,0,0,0
Crew 2,RMCC,3,4,0,0,0,0
Crew 2,RMCC,3,5,0,0,0,0
Crew 2,RMCC,4,1,0,0,0,0
Crew 2,RMCC,4,2,0,0,0,0
Crew 2,RMCC,4,3,0,0,0,0
Crew 2,RMCC,4,4,0,0,0,0
Crew 2,RMCC,4,5,0,0,0,0
Crew 2,RMCC,5,1,0,0,0,0
Crew 2,RMCC,5,2,0,0,0,0
Crew 2,RMCC,5,3,0,0,0,0
Crew 2,RMCC,5,4,0,0,0,0
Crew 2,RMCC,5,5,0,0,0,0
Crew 2,EACC,1,1,0,0,0,0
Crew 2,EACC,1,2,0,0,0,0
Crew 2,EACC,1,3,0,0,0,0
Crew 2,EACC,1,4,0,0,0,0
Crew 2,EACC,1,5,0,0,0,0
Crew 2,EACC,2,1,0,0,0,0
Crew 2,EACC,2,2,0,0,0,0
Crew 2,EACC,2,3,0,0,0,0
Crew 2,EACC,2,4,0,0,0,0
Crew 2,EACC,2,5,0,0,0,0
Crew 2,EACC,3,1,0,0,0,0
Crew 2,EACC,3,2,0,0,0,0
Crew 2,EACC,3,3,0,0,0,0
Crew 2,EACC,3,4,0,0,0,0
Crew 2,EACC,3,5,0,0,0,0
Crew 2,EACC,4,1,0,0,0,0
Crew 2,EACC,4,2,0,0,0,0
Crew 2,EACC,4,3,0,0,0,0
Crew 2,EACC,4,4,0,0,0,0
Crew 2,EACC,4,5,0,0,0,0
Crew 2,EACC,5,1,0,0,0,0
Crew 2,EACC,5,2,0,0,0,0
Crew 2,EACC,5,3,0,0,0,0
Crew 2,EACC,5,4,0,0,0,0
Crew 2,EACC,5,5,0,0,0,0
Crew 2,SACC,1,1,1,0,0,1
Crew 2,SACC,1,2,1,0,0,1
Crew 2,SACC,1,3,1,0,0,1
Crew 2,SACC,1,4,1,0,0,1
Crew 2,SACC,1,5,1,0,0,1
Crew 2,SACC,2,1,1,0,0,1
Crew 2,SACC,2,2,1,0,0,1
Crew 2,SACC,2,3,1,0,0,1
Crew 2,SACC,2,4,1,0,0,1
Crew 2,SACC,2,5,1,0,0,1
Crew 2,SACC,3,1,1,0,0,1
Crew 2,SACC,3,2,1,0,0,1
Crew 2,SACC,3,3,1,0,0,1
Crew 2,SACC,3,4,1,0,0,1
Crew 2,SACC,3,5,1,0,0,1
Crew 2,SACC,4,1,1,0,0,1
Crew 2,SACC,4,2,1,0,0,1
Crew 2,SACC,4,3,1,0,0,1
Crew 2,SACC,4,4,1,0,0,1
Crew 2,SACC,4,5,1,0,0,1
Crew 2,SACC,5,1,1,0,0,1
Crew 2,SACC,5,2,1,0,0,1
Crew 2,SACC,5,3,1,0,0,1
Crew 2,SACC,5,4,1,0,0,1
Crew 2,SACC,5,5,1,0,0,1
Engine 3,AICC,1,1,0,0,0,0
Engine 3,AICC,1,2,0,0,0,0
Engine 3,AICC,1,3,0,0,0,0
Engine 3,AICC,1,4,0,0,0,0
Engine 3,AICC,1,5,0,0,0,0
Engine 3,AICC,2,1,0,0,0,0
Engine 3,AICC,2,2,0,0,0,0
Engine 3,AICC,2,3,0,0,0,0
Engine 3,AICC,2,4,0,0,0,0
Engine 3,AICC,2,5,0,0,0,0
Engine 3,AICC,3,1,0,0,0,0
Engine 3,AICC,3,2,0,0,0,0
Engine 3,AICC,3,3,0,0,0,0
Engine 3,AICC,3,4,0,0,0,0
Engine 3,AICC,3,5,0,0,0,0
Engine 3,AICC,4,1,0,0,0,0
Engine 3,AICC,4,2,0,0,0,0
Engine 3,AICC,4,3,0,0,0,0
Engine 3,AICC,4,4,0,0,0,0
Engine 3,AICC,4,5,0,0,0,0
Engine 3,AICC,5,1,0,0,0,0
Engine 3,AICC,5,2,0,0,0,0
Engine 3,AICC,5,3,0,0,0,0
Engine 3,AICC,5,4,0,0,0,0
Engine 3,AICC,5,5,0,0,0,0
Engine 3,NWCC,1,1,15,14,48,29
Engine 3,NWCC,1,2,15,14,48,29
Engine 3,NWCC,1,3,29,0,0,29
Engine 3,NWCC,1,4,29,0,0,29
Engine 3,NWCC,1,5,29,0,0,29
Engine 3,NWCC,2,1,15,14,48,29
Engine 3,NWCC,2,2,15,14,48,29
Engine 3,NWCC,2,3,15,14,48,29
Engine 3,NWCC,2,4,29,0,0,29
Engine 3,NWCC,2,5,15,14,48,29
Engine 3,NWCC,3,1,29,0,0,29
Engine 3,NWCC,3,2,29,0,0,29
Engine 3,NWCC,3,3,29,0,0,29
Engine 3,NWCC,3,4,22,7,24,29
Engine 3,NWCC,3,5,29,0,0,29
Engine 3,NWCC,4,1,29,0,0,29
Engine 3,NWCC,4,2,29,0,0,29
Engine 3,NWCC,4,3,29,0,0,29
Engine 3,NWCC,4,4,29,0,0,29
Engine 3,NWCC,4,5,22,7,24,29
Engine 3,NWCC,5,1,29,0,0,29
Engine 3,NWCC,5,2,29,0,0,29
Engine 3,NWCC,5,3,29,0,0,29
Engine 3,NWCC,5,4,29,0,0,29
Engine 3,NWCC,5,5,29,0,0,29
Engine 3,ONCC,1,1,64,64,50,128
Engine 3,ONCC,1,2,64,64,50,128
Engine 3,ONCC,1,3,64,64,50,128
Engine 3,ONCC,1,4,64,64,50,128
Engine 3,ONCC,1,5,128,0,0,128
Engine 3,ONCC,2,1,64,64,50,128
Engine 3,ONCC,2,2,64,64,50,128
Engine 3,ONCC,2,3,64,64,50,128
Engine 3,ONCC,2,4,64,64,50,128
Engine 3,ONCC,2,5,64,64,50,128
Engine 3,ONCC,3,1,128,0,0,128
Engine 3,ONCC,3,2,128,0,0,128
Engine 3,ONCC,3,3,128,0,0,128
Engine 3,ONCC,3,4,128,0,0,128
Engine 3,ONCC,3,5,96,32,25,128
Engine 3,ONCC,4,1,128,0,0,128
Engine 3,ONCC,4,2,128,0,0,128
Engine 3,ONCC,4,3,128,0,0,128
Engine 3,ONCC,4,4,128,0,0,128
Engine 3,ONCC,4,5,96,32,25,128
Engine 3,ONCC,5,1,128,0,0,128
Engine 3,ONCC,5,2,128,0,0,128
Engine 3,ONCC,5,3,128,0,0,128
Engine 3,ONCC,5,4,128,0,0,128
Engine 3,ONCC,5,5,128,0,0,128
Engine 3,OSCC,1,1,92,92,50,184
Engine 3,OSCC,1,2,92,92,50,184
Engine 3,OSCC,1,3,92,92,50,184
Engine 3,OSCC,1,4,184,0,0,184
Engine 3,OSCC,1,5,92,92,50,184
Engine 3,OSCC,2,1,92,92,50,184
Engine 3,OSCC,2,2,184,0,0,184
Engine 3,OSCC,2,3,92,92,50,184
Engine 3,OSCC,2,4,92,92,50,184
Engine 3,OSCC,2,5,184,0,0,184
Engine 3,OSCC,3,1,184,0,0,184
Engine 3,OSCC,3,2,184,0,0,184
Engine 3,OSCC,3,3,138,46,25,184
Engine 3,OSCC,3,4,138,46,25,184
Engine 3,OSCC,3,5,138,46,25,184
Engine 3,OSCC,4,1,184,0,0,184
Engine 3,OSCC,4,2,184,0,0,184
Engine 3,OSCC,4,3,184,0,0,184
Engine 3,OSCC,4,4,184,0,0,184
Engine 3,OSCC,4,5,138,46,25,184
Engine 3,OSCC,5,1,184,0,0,184
Engine 3,OSCC,5,2,184,0,0,184
Engine 3,OSCC,5,3,184,0,0,184
Engine 3,OSCC,5,4,184,0,0,184
Engine 3,OSCC,5,5,184,0,0,184
Engine 3,NRCC,1,1,0,0,0,0
Engine 3,NRCC,1,2,0,0,0,0
Engine 3,NRCC,1,3,0,0,0,0
Engine 3,NRCC,1,4,0,0,0,0
Engine 3,NRCC,1,5,0,0,0,0
Engine 3,NRCC,2,1,0,0,0,0
Engine 3,NRCC,2,2,0,0,0,0
Engine 3,NRCC,2,3,0,0,0,0
Engine 3,NRCC,2,4,0,0,0,0
Engine 3,NRCC,2,5,0,0,0,0
Engine 3,NRCC,3,1,0,0,0,0
Engine 3,NRCC,3,2,0,0,0,0
Engine 3,NRCC,3,3,0,0,0,0
Engine 3,NRCC,3,4,0,0,0,0
Engine 3,NRCC,3,5,0,0,0,0
Engine 3,NRCC,4,1,0,0,0,0
Engine 3,NRCC,4,2,0,0,0,0
Engine 3,NRCC,4,3,0,0,0,0
Engine 3,NRCC,4,4,0,0,0,0
Engine 3,NRCC,4,5,0,0,0,0
Engine 3,NRCC,5,1,0,0,0,0
Engine 3,NRCC,5,2,0,0,0,0
Engine 3,NRCC,5,3,0,0,0,0
Engine 3,NRCC,5,4,0,0,0,0
Engine 3,NRCC,5,5,0,0,0,0
Engine 3,GBCC,1,1,8,8,50,16
Engine 3,GBCC,1,2,8,8,50,16
Engine 3,GBCC,1,3,8,8,50,16
Engine 3,GBCC,1,4,16,0,0,16
Engine 3,GBCC,1,5,8,8,50,16
Engine 3,GBCC,2,1,8,8,50,16
Engine 3,GBCC,2,2,16,0,0,16
Engine 3,GBCC,2,3,8,8,50,16
Engine 3,GBCC,2,4,16,0,0,16
Engine 3,GBCC,2,5,8,8,50,16
Engine 3,GBCC,3,1,16,0,0,16
Engine 3,GBCC,3,2,16,0,0,16
Engine 3,GBCC,3,3,16,0,0,16
Engine 3,GBCC,3,4,16,0,0,16
Engine 3,GBCC,3,5,12,4,25,16
Engine 3,GBCC,4,1,16,0,0,16
Engine 3,GBCC,4,2,16,0,0,16
Engine 3,GBCC,4,3,16,0,0,16
Engine 3,GBCC,4,4,16,0,0,16
Engine 3,GBCC,4,5,16,0,0,16
Engine 3,GBCC,5,1,16,0,0,16
Engine 3,GBCC,5,2,16,0,0,16
Engine 3,GBCC,5,3,16,0,0,16
Engine 3,GBCC,5,4,16,0,0,16
Engine 3,GBCC,5,5,16,0,0,16
Engine 3,SWCC,1,1,15,15,50,30
Engine 3,SWCC,1,2,15,15,50,30
Engine 3,SWCC,1,3,30,0,0,30
Engine 3,SWCC,1,4,30,0,0,30
Engine 3,SWCC,1,5,15,15,50,30
Engine 3,SWCC,2,1,15,15,50,30
Engine 3,SWCC,2,2,15,15,50,30
Engine 3,SWCC,2,3,15,15,50,30
Engine 3,SWCC,2,4,30,0,0,30
Engine 3,SWCC,2,5,15,15,50,30
Engine 3,SWCC,3,1,30,0,0,30
Engine 3,SWCC,3,2,30,0,0,30
Engine 3,SWCC,3,3,23,7,23,30
Engine 3,SWCC,3,4,30,0,0,30
Engine 3,SWCC,3,5,23,7,23,30
Engine 3,SWCC,4,1,30,0,0,30
Engine 3,SWCC,4,2,30,0,0,30
Engine 3,SWCC,4,3,30,0,0,30
Engine 3,SWCC,4,4,23,7,23,30
Engine 3,SWCC,4,5,23,7,23,30
Engine 3,SWCC,5,1,30,0,0,30
Engine 3,SWCC,5,2,30,0,0,30
Engine 3,SWCC,5,3,30,0,0,30
Engine 3,SWCC,5,4,30,0,0,30
Engine 3,SWCC,5,5,30,0,0,30
Engine 3,RMCC,1,1,2,2,50,4
Engine 3,RMCC,1,2,2,2,50,4
Engine 3,RMCC,1,3,2,2,50,4
Engine 3,RMCC,1,4,2,2,50,4
Engine 3,RMCC,1,5,2,2,50,4
Engine 3,RMCC,2,1,2,2,50,4
Engine 3,RMCC,2,2,2,2,50,4
Engine 3,RMCC,2,3,2,2,50,4
Engine 3,RMCC,2,4,2,2,50,4
Engine 3,RMCC,2,5,2,2,50,4
Engine 3,RMCC,3,1,4,0,0,4
Engine 3,RMCC,3,2,4,0,0,4
Engine 3,RMCC,3,3,4,0,0,4
Engine 3,RMCC,3,4,3,1,25,4
Engine 3,RMCC,3,5,3,1,25,4
Engine 3,RMCC,4,1,4,0,0,4
Engine 3,RMCC,4,2,4,0,0,4
Engine 3,RMCC,4,3,4,0,0,4
Engine 3,RMCC,4,4,4,0,0,4
Engine 3,RMCC,4,5,4,0,0,4
Engine 3,RMCC,5,1,4,0,0,4
Engine 3,RMCC,5,2,4,0,0,4
Engine 3,RMCC,5,3,4,0,0,4
Engine 3,RMCC,5,4,4,0,0,4
Engine 3,RMCC,5,5,4,0,0,4
Engine 3,EACC,1,1,1,0,0,1
Engine 3,EACC,1,2,1,0,0,1
Engine 3,EACC,1,3,1,0,0,1
Engine 3,EACC,1,4,1,0,0,1
Engine 3,EACC,1,5,1,0,0,1
Engine 3,EACC,2,1,1,0,0,1
Engine 3,EACC,2,2,1,0,0,1
Engine 3,EACC,2,3,1,0,0,1
Engine 3,EACC,2,4,1,0,0,1
Engine 3,EACC,2,5,1,0,0,1
Engine 3,EACC,3,1,1,0,0,1
Engine 3,EACC,3,2,1,0,0,1
Engine 3,EACC,3,3,1,0,0,1
Engine 3,EACC,3,4,1,0,0,1
Engine 3,EACC,3,5,1,0,0,1
Engine 3,EACC,4,1,1,0,0,1
Engine 3,EACC,4,2,1,0,0,1
Engine 3,EACC,4,3,1,0,0,1
Engine 3,EACC,4,4,1,0,0,1
Engine 3,EACC,4,5,1,0,0,1
Engine 3,EACC,5,1,1,0,0,1
Engine 3,EACC,5,2,1,0,0,1
Engine 3,EACC,5,3,1,0,0,1
Engine 3,EACC,5,4,1,0,0,1
Engine 3,EACC,5,5,1,0,0,1
Engine 3,SACC,1,1,0,0,0,0
Engine 3,SACC,1,2,0,0,0,0
Engine 3,SACC,1,3,0,0,0,0
Engine 3,SACC,1,4,0,0,0,0
Engine 3,SACC,1,5,0,0,0,0
Engine 3,SACC,2,1,0,0,0,0
Engine 3,SACC,2,2,0,0,0,0
Engine 3,SACC,2,3,0,0,0,0
Engine 3,SACC,2,4,0,0,0,0
Engine 3,SACC,2,5,0,0,0,0
Engine 3,SACC,3,1,0,0,0,0
Engine 3,SACC,3,2,0,0,0,0
Engine 3,SACC,3,3,0,0,0,0
Engine 3,SACC,3,4,0,0,0,0
Engine 3,SACC,3,5,0,0,0,0
Engine 3,SACC,4,1,0,0,0,0
Engine 3,SACC,4,2,0,0,0,0
Engine 3,SACC,4,3,0,0,0,0
Engine 3,SACC,4,4,0,0,0,0
Engine 3,SACC,4,5,0,0,0,0
Engine 3,SACC,5,1,0,0,0,0
Engine 3,SACC,5,2,0,0,0,0
Engine 3,SACC,5,3,0,0,0,0
Engine 3,SACC,5,4,0,0,0,0
Engine 3,SACC,5,5,0,0,0,0
Engine 4,AICC,1,1,0,0,0,0
Engine 4,AICC,1,2,0,0,0,0
Engine 4,AICC,1,3,0,0,0,0
Engine 4,AICC,1,4,0,0,0,0
Engine 4,AICC,1,5,0,0,0,0
Engine 4,AICC,2,1,0,0,0,0
Engine 4,AICC,2,2,0,0,0,0
Engine 4,AICC,2,3,0,0,0,0
Engine 4,AICC,2,4,0,0,0,0
Engine 4,AICC,2,5,0,0,0,0
Engine 4,AICC,3,1,0,0,0,0
Engine 4,AICC,3,2,0,0,0,0
Engine 4,AICC,3,3,0,0,0,0
Engine 4,AICC,3,4,0,0,0,0
Engine 4,AICC,3,5,0,0,0,0
Engine 4,AICC,4,1,0,0,0,0
Engine 4,AICC,4,2,0,0,0,0
Engine 4,AICC,4,3,0,0,0,0
Engine 4,AICC,4,4,0,0,0,0
Engine 4,AICC,4,5,0,0,0,0
Engine 4,AICC,5,1,0,0,0,0
Engine 4,AICC,5,2,0,0,0,0
Engine 4,AICC,5,3,0,0,0,0
Engine 4,AICC,5,4,0,0,0,0
Engine 4,AICC,5,5,0,0,0,0
Engine 4,NWCC,1,1,9,8,47,17
Engine 4,NWCC,1,2,9,8,47,17
Engine 4,NWCC,1,3,17,0,0,17
Engine 4,NWCC,1,4,9,8,47,17
Engine 4,NWCC,1,5,9,8,47,17
Engine 4,NWCC,2,1,9,8,47,17
Engine 4,NWCC,2,2,9,8,47,17
Engine 4,NWCC,2,3,9,8,47,17
Engine 4,NWCC,2,4,17,0,0,17
Engine 4,NWCC,2,5,9,8,47,17
Engine 4,NWCC,3,1,17,0,0,17
Engine 4,NWCC,3,2,17,0,0,17
Engine 4,NWCC,3,3,13,4,23,17
Engine 4,NWCC,3,4,17,0,0,17
Engine 4,NWCC,3,5,13,4,23,17
Engine 4,NWCC,4,1,17,0,0,17
Engine 4,NWCC,4,2,17,0,0,17
Engine 4,NWCC,4,3,17,0,0,17
Engine 4,NWCC,4,4,13,4,23,17
Engine 4,NWCC,4,5,17,0,0,17
Engine 4,NWCC,5,1,17,0,0,17
Engine 4,NWCC,5,2,17,0,0,17
Engine 4,NWCC,5,3,17,0,0,17
Engine 4,NWCC,5,4,17,0,0,17
Engine 4,NWCC,5,5,17,0,0,17
Engine 4,ONCC,1,1,0,0,0,0
Engine 4,ONCC,1,2,0,0,0,0
Engine 4,ONCC,1,3,0,0,0,0
Engine 4,ONCC,1,4,0,0,0,0
Engine 4,ONCC,1,5,0,0,0,0
Engine 4,ONCC,2,1,0,0,0,0
Engine 4,ONCC,2,2,0,0,0,0
Engine 4,ONCC,2,3,0,0,0,0
Engine 4,ONCC,2,4,0,0,0,0
Engine 4,ONCC,2,5,0,0,0,0
Engine 4,ONCC,3,1,0,0,0,0
Engine 4,ONCC,3,2,0,0,0,0
Engine 4,ONCC,3,3,0,0,0,0
Engine 4,ONCC,3,4,0,0,0,0
Engine 4,ONCC,3,5,0,0,0,0
Engine 4,ONCC,4,1,0,0,0,0
Engine 4,ONCC,4,2,0,0,0,0
Engine 4,ONCC,4,3,0,0,0,0
Engine 4,ONCC,4,4,0,0,0,0
Engine 4,ONCC,4,5,0,0,0,0
Engine 4,ONCC,5,1,0,0,0,0
Engine 4,ONCC,5,2,0,0,0,0
Engine 4,ONCC,5,3,0,0,0,0
Engine 4,ONCC,5,4,0,0,0,0
Engine 4,ONCC,5,5,0,0,0,0
Engine 4,OSCC,1,1,2,2,50,4
Engine 4,OSCC,1,2,2,2,50,4
Engine 4,OSCC,1,3,2,2,50,4
Engine 4,OSCC,1,4,4,0,0,4
Engine 4,OSCC,1,5,2,2,50,4
Engine 4,OSCC,2,1,2,2,50,4
Engine 4,OSCC,2,2,2,2,50,4
Engine 4,OSCC,2,3,2,2,50,4
Engine 4,OSCC,2,4,2,2,50,4
Engine 4,OSCC,2,5,2,2,50,4
Engine 4,OSCC,3,1,4,0,0,4
Engine 4,OSCC,3,2,4,0,0,4
Engine 4,OSCC,3,3,4,0,0,4
Engine 4,OSCC,3,4,4,0,0,4
Engine 4,OSCC,3,5,3,1,25,4
Engine 4,OSCC,4,1,4,0,0,4
Engine 4,OSCC,4,2,4,0,0,4
Engine 4,OSCC,4,3,4,0,0,4
Engine 4,OSCC,4,4,3,1,25,4
Engine 4,OSCC,4,5,3,1,25,4
Engine 4,OSCC,5,1,4,0,0,4
Engine 4,OSCC,5,2,4,0,0,4
Engine 4,OSCC,5,3,4,0,0,4
Engine 4,OSCC,5,4,4,0,0,4
Engine 4,OSCC,5,5,4,0,0,4
Engine 4,NRCC,1,1,5,4,44,9
Engine 4,NRCC,1,2,5,4,44,9
Engine 4,NRCC,1,3,5,4,44,9
Engine 4,NRCC,1,4,9,0,0,9
Engine 4,NRCC,1,5,5,4,44,9
Engine 4,NRCC,2,1,5,4,44,9
Engine 4,NRCC,2,2,5,4,44,9
Engine 4,NRCC,2,3,5,4,44,9
Engine 4,NRCC,2,4,5,4,44,9
Engine 4,NRCC,2,5,5,4,44,9
Engine 4,NRCC,3,1,9,0,0,9
Engine 4,NRCC,3,2,9,0,0,9
Engine 4,NRCC,3,3,7,2,22,9
Engine 4,NRCC,3,4,7,2,22,9
Engine 4,NRCC,3,5,7,2,22,9
Engine 4,NRCC,4,1,9,0,0,9
Engine 4,NRCC,4,2,9,0,0,9
Engine 4,NRCC,4,3,9,0,0,9
Engine 4,NRCC,4,4,9,0,0,9
Engine 4,NRCC,4,5,7,2,22,9
Engine 4,NRCC,5,1,9,0,0,9
Engine 4,NRCC,5,2,9,0,0,9
Engine 4,NRCC,5,3,9,0,0,9
Engine 4,NRCC,5,4,9,0,0,9
Engine 4,NRCC,5,5,9,0,0,9
Engine 4,GBCC,1,1,14,13,48,27
Engine 4,GBCC,1,2,14,13,48,27
Engine 4,GBCC,1,3,14,13,48,27
Engine 4,GBCC,1,4,14,13,48,27
Engine 4,GBCC,1,5,27,0,0,27
Engine 4,GBCC,2,1,14,13,48,27
Engine 4,GBCC,2,2,14,13,48,27
Engine 4,GBCC,2,3,14,13,48,27
Engine 4,GBCC,2,4,27,0,0,27
Engine 4,GBCC,2,5,27,0,0,27
Engine 4,GBCC,3,1,27,0,0,27
Engine 4,GBCC,3,2,27,0,0,27
Engine 4,GBCC,3,3,21,6,22,27
Engine 4,GBCC,3,4,21,6,22,27
Engine 4,GBCC,3,5,27,0,0,27
Engine 4,GBCC,4,1,27,0,0,27
Engine 4,GBCC,4,2,27,0,0,27
Engine 4,GBCC,4,3,27,0,0,27
Engine 4,GBCC,4,4,27,0,0,27
Engine 4,GBCC,4,5,21,6,22,27
Engine 4,GBCC,5,1,27,0,0,27
Engine 4,GBCC,5,2,27,0,0,27
Engine 4,GBCC,5,3,27,0,0,27
Engine 4,GBCC,5,4,27,0,0,27
Engine 4,GBCC,5,5,27,0,0,27
Engine 4,SWCC,1,1,1,1,50,2
Engine 4,SWCC,1,2,2,0,0,2
Engine 4,SWCC,1,3,1,1,50,2
Engine 4,SWCC,1,4,2,0,0,2
Engine 4,SWCC,1,5,1,1,50,2
Engine 4,SWCC,2,1,1,1,50,2
Engine 4,SWCC,2,2,1,1,50,2
Engine 4,SWCC,2,3,1,1,50,2
Engine 4,SWCC,2,4,1,1,50,2
Engine 4,SWCC,2,5,2,0,0,2
Engine 4,SWCC,3,1,2,0,0,2
Engine 4,SWCC,3,2,2,0,0,2
Engine 4,SWCC,3,3,2,0,0,2
Engine 4,SWCC,3,4,2,0,0,2
Engine 4,SWCC,3,5,2,0,0,2
Engine 4,SWCC,4,1,2,0,0,2
Engine 4,SWCC,4,2,2,0,0,2
Engine 4,SWCC,4,3,2,0,0,2
Engine 4,SWCC,4,4,2,0,0,2
Engine 4,SWCC,4,5,2,0,0,2
Engine 4,SWCC,5,1,2,0,0,2
Engine 4,SWCC,5,2,2,0,0,2
Engine 4,SWCC,5,3,2,0,0,2
Engine 4,SWCC,5,4,2,0,0,2
Engine 4,SWCC,5,5,2,0,0,2
Engine 4,RMCC,1,1,2,1,33,3
Engine 4,RMCC,1,2,2,1,33,3
Engine 4,RMCC,1,3,2,1,33,3
Engine 4,RMCC,1,4,2,1,33,3
Engine 4,RMCC,1,5,2,1,33,3
Engine 4,RMCC,2,1,2,1,33,3
Engine 4,RMCC,2,2,3,0,0,3
Engine 4,RMCC,2,3,2,1,33,3
Engine 4,RMCC,2,4,3,0,0,3
Engine 4,RMCC,2,5,3,0,0,3
